idSPE;idMVS;SPE;MVS;SPE-MVS;WKT
11;1;ASL 11;MVS1;ASL11-MVS1;Polygon ((-37.015885614 -5.53065799499996,-37.015896134 -5.529466157,-37.01595304 -5.52946634699998,-37.015959313 -5.52815793099995,-37.015838543 -5.52815418,-37.015837444 -5.52679789999996,-37.015903023 -5.52679811899998,-37.015911922 -5.524006036,-37.014214358 -5.52400036099999,-37.014089631 -5.52434481199998,-37.01381245 -5.52511029099998,-37.013303325 -5.52651630099996,-37.012368643 -5.52909751799996,-37.012798294 -5.52932374199997,-37.013386156 -5.52962230599996,-37.013938167 -5.52987129299999,-37.015373718 -5.53051880299995,-37.015756067 -5.53062276999998,-37.015885614 -5.53065799499996))
8;6;ASL 08;MVS6;ASL08-MVS6;Polygon ((-37.041203743 -5.59079369899996,-37.041199609 -5.59203668199996,-37.041199569 -5.59206272799997,-37.04141916 -5.59228502899998,-37.041771143 -5.59264135799998,-37.042335466 -5.59321264599998,-37.042664563 -5.59354580599995,-37.042760823 -5.59364325499996,-37.042900352 -5.59378450599996,-37.043014301 -5.59389985999996,-37.043142356 -5.59402949599996,-37.043268547 -5.59415724399997,-37.04338725 -5.594277412,-37.043504211 -5.59439581699996,-37.043788953 -5.594684073,-37.044174391 -5.59507426599998,-37.044519771 -5.59542390499996,-37.044682844 -5.595588991,-37.044971913 -5.59588162399996,-37.044975494 -5.59486885699999,-37.045525709 -5.59487069099998,-37.04553005 -5.59356347199997,-37.045405016 -5.59356305599999,-37.045414165 -5.59080678199996,-37.045290981 -5.59080637199997,-37.045295322 -5.58949821699997,-37.042392435 -5.58948854099998,-37.042388085 -5.590797651,-37.041203743 -5.59079369899996))
9;1;ASL 09;MVS1;ASL09-MVS1;Polygon ((-37.031512323 -5.60280966199997,-37.03416633 -5.60281857799998,-37.034170685 -5.60151644499996,-37.034108213 -5.60151623499996,-37.034117329 -5.59878968699996,-37.034054667 -5.59878947599998,-37.034059053 -5.59747730199996,-37.031974674 -5.59747189699999,-37.031466489 -5.59747019099996,-37.031452982 -5.60150539,-37.031516691 -5.601505605,-37.031512323 -5.60280966199997))
9;2;ASL 09;MVS2;ASL09-MVS2;Polygon ((-37.034611142 -5.60306684899996,-37.035306541 -5.60291028899996,-37.035306835 -5.60282240599997,-37.035309833 -5.60192544299997,-37.035626722 -5.60161505299999,-37.035630826 -5.60038667399999,-37.038164125 -5.60039516299997,-37.038514076 -5.60039633499997,-37.038523737 -5.59749956399997,-37.034059028 -5.59748460499998,-37.034054667 -5.59878947599998,-37.034117329 -5.59878968699996,-37.034108213 -5.60151623499996,-37.034170685 -5.60151644499996,-37.03416633 -5.60281857799998,-37.034443013 -5.60281950699999,-37.034442188 -5.60306628199999,-37.034611142 -5.60306684899996))
9;3;ASL 09;MVS3;ASL09-MVS3;Polygon ((-37.029235133 -5.60280200199998,-37.031512323 -5.60280966199997,-37.031516691 -5.601505605,-37.031452982 -5.60150539,-37.031466489 -5.59747019099996,-37.031974674 -5.59747189699999,-37.03197529 -5.59616860099999,-37.029703037 -5.59615901499996,-37.029698661 -5.59746561399999,-37.02963067 -5.59746538499996,-37.0296262849999 -5.59877437199998,-37.029571519 -5.59877418799999,-37.029566942 -5.60014018599998,-37.0291817 -5.60013888999998,-37.029177133 -5.60150122299996,-37.029239494 -5.60150143199996,-37.029235133 -5.60280200199998))
9;4;ASL 09;MVS4;ASL09-MVS4;Polygon ((-37.026804293 -5.60279381499998,-37.029235133 -5.60280200199998,-37.029239494 -5.60150143199996,-37.029177133 -5.60150122299996,-37.0291817 -5.60013888999998,-37.029566942 -5.60014018599998,-37.029571519 -5.59877418799999,-37.0296262849999 -5.59877437199998,-37.02963067 -5.59746538499996,-37.029698661 -5.59746561399999,-37.029703037 -5.59615901499996,-37.027964822 -5.59615316999998,-37.027859502 -5.59644244599997,-37.02768615 -5.59691857399997,-37.027581166 -5.59720691399997,-37.027435149 -5.59760797299998,-37.027232923 -5.59816339899999,-37.0270292169999 -5.59872289199996,-37.026915032 -5.59903625699997,-37.026716283 -5.59958205999999,-37.026653201 -5.59975529499997,-37.026651997 -5.59975693499996,-37.026650485 -5.59976074899998,-37.026652613 -5.59980134899996,-37.026752974 -5.60177049099997,-37.026804293 -5.60279381499998))
9;5;ASL 09;MVS5;ASL09-MVS5;Polygon ((-37.03197529 -5.59616860099999,-37.0319799 -5.59479010599995,-37.030273782 -5.594784377,-37.030278341 -5.59342183299998,-37.029138158 -5.59341800299995,-37.028960792 -5.59341761299999,-37.028584763 -5.59445042699997,-37.028353242 -5.59508633199999,-37.028039876 -5.59594702799996,-37.027964822 -5.59615316999998,-37.02896518 -5.59615653499998,-37.031891035 -5.59616636499999,-37.03197529 -5.59616860099999))
9;6;ASL 09;MVS6;ASL09-MVS6;Polygon ((-37.026613416 -5.59683053699996,-37.027214612 -5.59517894099997,-37.027724881 -5.59377761799999,-37.028023928 -5.59295635399997,-37.028320706 -5.59214132099999,-37.028518074 -5.59159928899999,-37.028661011 -5.59120674499997,-37.029043329 -5.59015678399999,-37.029423063 -5.58817438299997,-37.027709897 -5.58863015599997,-37.026374674 -5.58871144299997,-37.026345248 -5.58891537399995,-37.026208219 -5.58986503699998,-37.026067044 -5.59084342899996,-37.025979973 -5.59144685699999,-37.025838261 -5.59242895099999,-37.025740999 -5.593102999,-37.025821704 -5.594328346,-37.025901017 -5.59553261599996,-37.025945495 -5.59620793899995,-37.025971011 -5.59659565099997,-37.025971016 -5.59659574,-37.026613416 -5.59683053699996))
16;5;ASL 16;MVS5;ASL16-MVS5;Polygon ((-37.046605999 -5.58333441399998,-37.0476126189999 -5.58350184699998,-37.0473938109999 -5.57982669399996,-37.046731738 -5.57941270999999,-37.046389441 -5.57919872699995,-37.046189338 -5.57907369099996,-37.045853508 -5.57886373599996,-37.045397026 -5.578578354,-37.045137138 -5.57841587799999,-37.044736153 -5.57816464299998,-37.04369777 -5.57847171099996,-37.043011415 -5.57867467599999,-37.042555269 -5.57880956699995,-37.042131056 -5.57893004499999,-37.041867602 -5.57898220199996,-37.041202007 -5.57911397199996,-37.04132872 -5.579192675,-37.042006082 -5.579613403,-37.043445863 -5.58050768499999,-37.044391528 -5.58109527799996,-37.045293156 -5.58165535699999,-37.045995 -5.582090999,-37.046426107 -5.58292129399996,-37.046542999 -5.58314599899995,-37.046605999 -5.58333441399998)),((-37.045893179 -5.583215849,-37.04617804 -5.58326323,-37.045707999 -5.58235699899996,-37.045468445 -5.58220819299999,-37.045134908 -5.58200100799996,-37.044736987 -5.58175382599995,-37.044480202 -5.581594317,-37.044018047 -5.58130723299996,-37.043542436 -5.58101179199997,-37.04303843 -5.58069875699999,-37.042004781 -5.58005668299995,-37.04185446 -5.57996324599998,-37.041748111 -5.57989718199997,-37.041603161 -5.57980713999996,-37.041352165 -5.579651297,-37.041047584 -5.5794621,-37.040844097 -5.57933569899996,-37.040660018 -5.57922126999995,-37.040471016 -5.57925868799998,-37.04024023 -5.57930437599998,-37.040114049 -5.57932935599996,-37.039888605 -5.57938430399997,-37.039520127 -5.57946810299995,-37.039095786 -5.57955802199996,-37.038893574 -5.57960087199996,-37.038709308 -5.579639918,-37.038707033 -5.58058598899999,-37.039105871 -5.58067698099995,-37.039451716 -5.58073388999998,-37.0397246 -5.58077879299998,-37.040163008 -5.58085093199998,-37.040155697 -5.58226148699998,-37.040442568 -5.58230920699998,-37.04102856 -5.58240668099995,-37.042352142 -5.58262684699997,-37.043578795 -5.58283088499996,-37.044399324 -5.58296736899996,-37.045060495 -5.58307734599998,-37.045893179 -5.583215849))
16;4;ASL 16;MVS4;ASL16-MVS4;Polygon ((-37.0390051 -5.56770820899999,-37.039105335 -5.56770854199999,-37.039116776 -5.566101871,-37.039115099 -5.56604969399996,-37.039110197 -5.56597576799999,-37.039106597 -5.56593850899998,-37.039103048 -5.56590771399999,-37.039098346 -5.56587250999996,-37.039091329 -5.565827485,-37.039086352 -5.56579928699995,-37.039071194 -5.56572697899998,-37.039055723 -5.56565805899999,-37.039040497 -5.56559022899995,-37.039022338 -5.56550934199998,-37.039010024 -5.565454483,-37.038997736 -5.56539974399999,-37.0389831419999 -5.56533472899997,-37.03896901 -5.56527177499999,-37.038957729 -5.56522151899998,-37.038946905 -5.56517329999997,-37.038935877 -5.56512416999999,-37.038927187 -5.56508545899999,-37.03889888 -5.56495936199997,-37.038884634 -5.56489590199999,-37.038836129 -5.56467981999998,-37.038802859 -5.56453160499996,-37.038795296 -5.56440827899996,-37.038769503 -5.563987693,-37.038739897 -5.563501965,-37.038710879 -5.56302417199998,-37.038668779 -5.56233095499999,-37.038631328 -5.56171429799997,-37.038583633 -5.56092894,-37.038546537 -5.56031813599998,-37.038527358 -5.56000235799996,-37.038508885 -5.55969816999999,-37.036254788 -5.55969067199999,-37.03624739 -5.56192049099997,-37.036249922 -5.56192711399996,-37.036262796 -5.56196079199998,-37.036329485 -5.56213527599999,-37.03643679 -5.56239148099996,-37.036561444 -5.562658887,-37.036559392 -5.56327756899998,-37.036558488 -5.56355003199997,-37.03663449 -5.56373203799996,-37.036671176 -5.56381989299996,-37.036693954 -5.56387443799997,-37.036770198 -5.564057026,-37.036837275 -5.56421765499999,-37.036902146 -5.56437300799996,-37.036990015 -5.56458343099996,-37.03702739 -5.564672933,-37.03712369 -5.564699045,-37.037119898 -5.56584229799995,-37.037118619 -5.56622765899999,-37.037121765 -5.56623358599995,-37.037137448 -5.56626314699997,-37.037193548 -5.56636888599996,-37.037269659 -5.56651234399999,-37.037306909 -5.566582557,-37.037305491 -5.566938198,-37.03730384 -5.56735185999997,-37.037302639 -5.567652909,-37.037302446 -5.56770140699996,-37.037443082 -5.56770196999997,-37.038426808 -5.56770590899998,-37.0390051 -5.56770820899999)),((-37.037432152 -5.56837147899995,-37.037445687 -5.56844681899997,-37.037797527 -5.56835764199997,-37.037950768 -5.56831880199996,-37.038160027 -5.56826576099996,-37.038735956 -5.56811978599995,-37.038834476 -5.56809481499999,-37.038847757 -5.56805633299996,-37.038867953 -5.567997811,-37.038889646 -5.56793494899995,-37.038932548 -5.56781063399995,-37.038966205 -5.56771311,-37.038883145 -5.56771331199997,-37.038695508 -5.56771376699999,-37.038414781 -5.56771445099997,-37.038084387 -5.56771525299996,-37.037640945 -5.56771633,-37.037455726 -5.56771678199999,-37.037314596 -5.56771712299997,-37.037334226 -5.56782638499999,-37.037404797 -5.56821921699998,-37.037432152 -5.56837147899995))
16;1;ASL 16;MVS1;ASL16-MVS1;Polygon ((-37.037971463 -5.54889557299998,-37.037966981 -5.54867264899997,-37.037960194 -5.54833517199995,-37.037950838 -5.54786992199996,-37.037945006 -5.54757991299999,-37.037941652 -5.54741309499997,-37.037956859 -5.54715668399996,-37.037977932 -5.54677577999996,-37.037989658 -5.54660364999995,-37.037991842 -5.54653141599999,-37.037985765 -5.54635302199995,-37.037952278 -5.54537002799998,-37.037918322 -5.54437327799997,-37.037898763 -5.54379913499997,-37.037603511 -5.54351672999996,-37.035016335 -5.54347522799998,-37.034988441 -5.54500840199995,-37.034961763 -5.546474682,-37.034943151 -5.54749760699997,-37.034933916 -5.54800507799996,-37.034927324 -5.54836735399999,-37.03492287 -5.54861212399999,-37.03492148 -5.548688454,-37.034921095 -5.54870185599998,-37.034932153 -5.54888591399998,-37.037971463 -5.54889557299998))
16;6;ASL 16;MVS6;ASL16-MVS6;Polygon ((-37.035478786 -5.581483499,-37.040155697 -5.58226148699998,-37.040160986 -5.58086328099995,-37.038705009 -5.58059833799996,-37.038709308 -5.579639918,-37.036229025 -5.58016548399996,-37.036001937 -5.58072637699996,-37.035737347 -5.58072555799998,-37.035478786 -5.581483499)),((-37.033438423 -5.57712054399997,-37.033633305 -5.58012953099995,-37.034479432 -5.57993043699997,-37.034715711 -5.57860841599995,-37.035547128 -5.57621711199999,-37.035151652 -5.576181722,-37.033438423 -5.57712054399997))
16;2;ASL 16;MVS2;ASL16-MVS2;Polygon ((-37.037971463 -5.54889557299998,-37.034931819 -5.54888591299999,-37.03493318 -5.54890315899996,-37.0349345549999 -5.54892621299996,-37.034940426 -5.54902473099997,-37.034942239 -5.54905514399996,-37.034949135 -5.549170898,-37.034949671 -5.54917988,-37.034952642 -5.549229728,-37.034954899 -5.54926759,-37.034956639 -5.549296809,-37.03495834 -5.54932535099999,-37.034959927 -5.54935198299995,-37.034960329 -5.54935871099997,-37.034961054 -5.549370899,-37.034962387 -5.549393264,-37.034967108 -5.549472466,-37.035014579 -5.55026909999998,-37.035031144 -5.55054706599998,-37.035083276 -5.55142188399998,-37.035151465 -5.55256617599997,-37.035189694 -5.55320772299996,-37.035198947 -5.55336299099997,-37.035243464 -5.55338802599999,-37.035252067 -5.55353452599996,-37.035203707 -5.55355237699996,-37.035247922 -5.55431125999996,-37.035275084 -5.55431194599998,-37.038131229 -5.554321055,-37.038171916 -5.55432110699996,-37.038150951 -5.55398124099997,-37.038103141 -5.55320623699998,-37.038026559 -5.55205815899996,-37.038019318 -5.55195236599997,-37.038016254 -5.551907589,-37.038015424 -5.55189546399998,-37.038015141 -5.55188239999995,-37.038016305 -5.55186750399997,-37.038019846 -5.55184966999997,-37.038029719 -5.55182349199998,-37.038037779 -5.55180937099999,-37.038012404 -5.55093158,-37.037988343 -5.54973497999998,-37.037971463 -5.54889557299998))
16;3;ASL 16;MVS3;ASL16-MVS3;Polygon ((-37.038131229 -5.554321055,-37.036129851 -5.55431467299996,-37.035275084 -5.55431194599998,-37.035247922 -5.55431125999996,-37.035248567 -5.55432234,-37.035267019 -5.554639044,-37.035278276 -5.554832229,-37.035328819 -5.55569975999998,-37.03534488 -5.55597541099996,-37.035348085 -5.55603044099996,-37.035369793 -5.55612355099998,-37.035383727 -5.55618332199998,-37.035406895 -5.55628270599999,-37.035413311 -5.55638686399999,-37.035415066 -5.55641535499996,-37.035416487 -5.55643842699999,-37.035416446 -5.55643847099998,-37.035416465 -5.55643961499999,-37.035416676 -5.55645179299995,-37.035419467 -5.556537972,-37.035431914 -5.556737537,-37.035435056 -5.55678793699997,-37.035448978 -5.55701115199997,-37.035494881 -5.55774718099997,-37.03552222 -5.55818557699996,-37.035601921 -5.55946352999996,-37.035614312 -5.55966545199999,-37.03565519 -5.55986286199999,-37.035712424 -5.56013925599996,-37.035841205 -5.560761163,-37.035884866 -5.56097200899995,-37.035902529 -5.56101821899995,-37.036004685 -5.561285494,-37.03624739 -5.56192049099997,-37.036254788 -5.55969067199999,-37.038508885 -5.55969816999999,-37.038476127 -5.55915878799999,-37.038445338 -5.55865182399998,-37.038417869 -5.55818790499995,-37.038392478 -5.55774674099996,-37.038368728 -5.55733408899999,-37.038350894 -5.55705222999995,-37.038342218 -5.55694603699999,-37.038314896 -5.55656438999995,-37.038292541 -5.556215259,-37.038267005 -5.55581645699999,-37.038219045 -5.55506745399998,-37.038189003 -5.55459810799999,-37.038176626 -5.55439746499997,-37.038172855 -5.55433632699999,-37.038171916 -5.55432110699996,-37.038131229 -5.554321055))
3;5;ASL 03;MVS5;ASL03-MVS5;Polygon ((-37.038151827 -5.60362090199999,-37.038503309 -5.60362292899998,-37.038503631 -5.60464018399995,-37.039746917 -5.60464434899995,-37.039744272 -5.60543708499995,-37.040808656 -5.60543977399999,-37.040793616 -5.60521409499995,-37.041294876 -5.60521559699998,-37.041307397 -5.60286115699995,-37.041239661 -5.60286092999996,-37.0412531429999 -5.59881436899997,-37.038519383 -5.59880540899997,-37.038514076 -5.60039633499997,-37.038164125 -5.60039516299997,-37.038151827 -5.60362090199999))
2;4;ASL 02;MVS4;ASL02-MVS4;Polygon ((-37.030057154 -5.602804768,-37.030052864 -5.60408448699997,-37.02973636 -5.60408342199997,-37.029727253 -5.60679874299996,-37.029539486 -5.60679811099999,-37.029535207 -5.60807347399998,-37.029485239 -5.60940520099996,-37.030034393 -5.60884490699999,-37.030278438 -5.60820838999996,-37.030367578 -5.60820868999997,-37.030980497 -5.60821075299998,-37.031297898 -5.60821182199999,-37.031368851 -5.60821148899998,-37.031486327 -5.60820720299995,-37.031796827 -5.60819587399999,-37.032016517 -5.60818785799995,-37.032465225 -5.60817148399997,-37.032744379 -5.60816129599999,-37.033216938 -5.60814405299999,-37.033426011 -5.60813642299996,-37.033563848 -5.60813139299995,-37.034017035 -5.60811485599999,-37.034072278 -5.60810447,-37.034079338 -5.608084744,-37.033818437 -5.60809416399997,-37.033633024 -5.60810085699995,-37.033380223 -5.60810998099998,-37.033155249 -5.608118101,-37.032907192 -5.60812705499995,-37.032386369 -5.60814585399999,-37.032103518 -5.60815606299997,-37.031880835 -5.60816410199999,-37.031719869 -5.60816991099995,-37.031509699 -5.608177496,-37.031425175 -5.60818054799995,-37.031362069 -5.60818282599996,-37.031309127 -5.608184736,-37.031312429 -5.607199681,-37.032070948 -5.60705979899996,-37.032075121 -5.60581431699995,-37.0332130789999 -5.60555000599999,-37.033217016 -5.60437414299997,-37.034137379 -5.604377253,-37.034608298 -5.60391708399999,-37.034611142 -5.60306684899996,-37.034442188 -5.60306628199999,-37.034443013 -5.60281950699999,-37.030057154 -5.602804768))
6;2;ASL 06;MVS2;ASL06-MVS2;Polygon ((-37.081750926 -5.57390682599998,-37.083350059 -5.57081122699998,-37.083557227 -5.57041018799998,-37.083812615 -5.569916068,-37.084117181 -5.569326214,-37.084232714 -5.56910255999998,-37.084164484 -5.56911700299997,-37.083837127 -5.56918630299998,-37.082802615 -5.56940530399999,-37.082009297 -5.56957324299998,-37.081355977 -5.56971154299998,-37.081075302 -5.56977095899998,-37.080974748 -5.56979224599996,-37.080888511 -5.569810502,-37.080200339 -5.571243219,-37.079966335 -5.571730393,-37.079190239 -5.573317589,-37.078750967 -5.57421461499996,-37.078149339 -5.57544303499998,-37.077874074 -5.576005103,-37.077837961 -5.57607884399999,-37.07773407 -5.57629097799997,-37.077794694 -5.57629557199999,-37.078729011 -5.576298624,-37.078724786 -5.57759707399998,-37.079142574 -5.57759843899998,-37.079139579 -5.57843957699998,-37.079139574 -5.57844033999999,-37.079344076 -5.57809745899999,-37.079650772 -5.57758435899996,-37.079988911 -5.57701865499996,-37.080458786 -5.57623384499999,-37.080829765 -5.57561334599995,-37.081127759 -5.57511491899999,-37.081214574 -5.57494508599996,-37.081518508 -5.57435829399998,-37.081750926 -5.57390682599998))
6;3;ASL 06;MVS3;ASL06-MVS3;Polygon ((-37.077995953 -5.58035283099997,-37.079139574 -5.57844033999999,-37.079139579 -5.57843957699998,-37.079140878 -5.578119668,-37.079142574 -5.57759843899998,-37.078724786 -5.57759707399998,-37.078729011 -5.576298624,-37.077794694 -5.57629557199999,-37.07773407 -5.57629097799997,-37.077527306 -5.57671317199998,-37.077413801 -5.57690777899995,-37.077321595 -5.57705333999996,-37.076972335 -5.577496134,-37.076866116 -5.57762093399998,-37.076749248 -5.57775824699996,-37.076691199 -5.57782644999998,-37.076272905 -5.57831791699999,-37.074597026 -5.58028694299998,-37.073497869 -5.581576181,-37.07271864 -5.58249015899997,-37.072127077 -5.58318401399998,-37.072014642 -5.58331588999999,-37.071940053 -5.58340337699997,-37.071867726 -5.58348821199996,-37.071887305 -5.58350630499996,-37.071689964 -5.58373785499998,-37.07121751 -5.58429220799997,-37.070960864 -5.58459334299999,-37.070800581 -5.58478141199998,-37.070688153 -5.58491332899996,-37.07051864 -5.58511222599998,-37.07038864 -5.58526475899998,-37.070303742 -5.58536437499998,-37.070275741 -5.58538767799996,-37.07017049 -5.585475272,-37.070127831 -5.58551077499999,-37.070018221 -5.58557245499998,-37.069887764 -5.58564586799997,-37.069771418 -5.585711339,-37.069659572 -5.58577427699998,-37.069489635 -5.58586990599997,-37.069448734 -5.58589292299996,-37.069536271 -5.58597847099998,-37.069607749 -5.58593824799999,-37.069800858 -5.58582958,-37.070020869 -5.58570577399996,-37.070194489 -5.58560807199996,-37.070255399 -5.58555739599996,-37.070317176 -5.58550599999995,-37.070367704 -5.58546396399998,-37.07038635 -5.58544845099999,-37.070394264 -5.585439162,-37.070448819 -5.58537515099999,-37.070568187 -5.58523509299999,-37.070758606 -5.58501166499997,-37.070990873 -5.58473913799997,-37.071441533 -5.58421035599997,-37.071732057 -5.58386946899998,-37.071973601 -5.58358605299998,-37.072021979 -5.58363075799997,-37.072685219 -5.58424367399999,-37.072974037 -5.58426855199997,-37.073836069 -5.58434280999995,-37.074196213 -5.58437383499995,-37.074805714 -5.58382022699999,-37.075895969 -5.58282994199999,-37.077065761 -5.58176741,-37.077250931 -5.58159921599997,-37.077995953 -5.58035283099997))
8;5;ASL 08;MVS5;ASL08-MVS5;Polygon ((-37.0507261979999 -5.60070482899999,-37.051254715 -5.60108803899999,-37.051270871 -5.59620921499999,-37.051270814 -5.596209214,-37.050641103 -5.59620712099996,-37.047481801 -5.59619431499999,-37.04748617 -5.59487722199998,-37.045525709 -5.59487069099998,-37.044975494 -5.59486885699999,-37.044973341 -5.59551703999995,-37.044972212 -5.59585662899997,-37.044971913 -5.59588162399996,-37.045037188 -5.59594770299998,-37.045233942 -5.596146885,-37.045424152 -5.59633943799997,-37.045711892 -5.59663072899997,-37.046033026 -5.59695582099999,-37.046221752 -5.59714687399998,-37.046373986 -5.59730098499995,-37.046595135 -5.59752485999996,-37.046766208 -5.597698041,-37.047004649 -5.59793942199997,-37.047237941 -5.598175588,-37.047444901 -5.59832564999999,-37.047815908 -5.59859465799997,-37.048252958 -5.59891155299999,-37.04859776 -5.59916155999997,-37.048964377 -5.59942738499996,-37.049990711 -5.60017154999997,-37.0507261979999 -5.60070482899999))
